"business_id","business_lat","business_long","business_stars","business_stars_pre_2020","review_count","review_count_pre_2020","check_in_count","check_in_count_pre_2020","attribute_count","business_park","business_happy_h","business_price","business_open","n_photo"
"jZxs7PDhUbhg4LWSFM4Z_A","39.9541202","-75.2112357","3.5","3.4",87,"82",49,"47",12,1,0,"1","1","1"
"JzY3UsaDijXuSflzChNSYw","39.878522","-75.241785","4.5","4.5",16,"15",91,"91",4,0,0,"1","0",NULL
"JzZyST-19Zhs5zA7Mw2Y9Q","40.0287705","-75.0391079","4.0","3.6",16,"17",17,"17",9,1,0,"1","0",NULL
"K00KiknORCOQdIhMisBjbA","39.9294742","-75.1636617","4.0","3.8",29,"29",24,"24",10,1,0,"2","0",NULL
"k0CC6Ri9toGlBuBNeFBDhg","39.9661569","-75.1910622","4.0",NULL,12,NULL,NULL,NULL,6,0,0,NULL,"1",NULL
"K0f_P7b6ADQagwunK6YcPg","39.9787034","-75.159486","3.5","3.5",67,"60",111,"101",8,1,0,"1","1","4"
"K0JZOvCUgYtbPjcDzys_kw","39.9437655","-75.1676029","3.5","3.5",358,"370",1032,"1023",20,1,0,"2","0","3"
"K0lttiVfWWP1u5JmsVp4cA","39.9531593","-75.1590984","4.5","4.3",202,"162",237,"191",16,1,0,"1","1","13"
"K0Mb7ebSa4DRUpEmfDZVuw","39.95321","-75.159409","4.5","4.4",107,"63",78,"49",6,1,0,"2","1","2"
"-k0SQn1uQVn0FN61uXYMsw","40.0420208","-75.1803247","2.5","2.7",9,"9",NULL,NULL,4,0,0,"1","1",NULL
"_k1CIuPkY-uLFm8lABFG8Q","39.954502","-75.15699","3.5","3.6",613,"532",1403,"1317",21,1,1,"2","1","21"
"K1h1Cwy1VSGdjKuw-GM9Iw","39.9555635","-75.1551081","4.0",NULL,46,NULL,70,NULL,5,1,0,NULL,"1","4"
"K1h9s1n2679DxUM2cuMZXA","40.011952","-75.1839734","4.5","4.3",31,"31",121,"121",8,1,0,"1","0","2"
"-k1iNvlyQZkZ14Hcqzlk4Q","39.9348882","-75.1742147","2.5","2.5",24,"22",17,"16",8,0,0,"1","1",NULL
"K1PVi_o6gMkuASnnFR9hWw","39.9524039","-75.173278","4.0","3.6",40,"33",41,"41",11,1,0,"1","1",NULL
"K1SsvIPfFcHniNSPc3IG7g","39.9707196889","-75.1577516645","4.0",NULL,16,NULL,5,NULL,7,0,0,NULL,"1","5"
"K2DO5pvLFjDjVcfnHjn9BA","39.9528088","-75.1621988","4.5","4.4",5,"5",NULL,NULL,5,0,0,"1","0",NULL
"k2LRL37Ubi9DcHbhsIeUbA","39.9404983","-75.1462159","2.5","2.4",10,"9",34,"34",3,0,0,"2","1",NULL
"K2svtoFXk68mFIIwLjG36g","39.9535838538","-75.1701486602","3.0","3.0",94,"98",186,"181",11,0,0,"2","1",NULL
"k2w1Zf6F6bRQoOzXAi3Atw","39.951054","-75.170694","3.0","2.8",11,"11",1,"1",4,0,1,"2","0",NULL
"k2YJkdLg25xlYjshpeEtkQ","40.0255165","-75.2240968","4.5","4.3",251,"221",655,"621",10,1,0,"1","1","7"
"K3lXNfqteOz_ksfqRIkT-A","39.9514842","-75.1705096","3.5","3.0",9,"11",1,"1",6,1,0,"1","0",NULL
"K3oSW7x3LU74viHIbL8b_A","39.9026332387","-75.240421614","2.0","2.2",21,"17",17,"14",6,1,0,"1","1",NULL
"K3RURR9lIEE4JjOaPt99zg","39.938871","-75.158236","4.0","4.2",1176,"1158",2252,"2207",18,1,0,"2","0","19"
"k3SZAPbt-Kt8lbibHK5pOQ","39.9362327","-75.1586195","3.0","3.2",6,"6",5,"5",1,0,0,"1","1",NULL
"k_43W3zbbEuvYuLZviSJKA","39.9542356","-75.2011919","4.0","4.1",61,"46",67,"46",11,1,0,"2","1","2"
"K4iDK3cRduiaJ6eL5jHrgw","40.044553","-75.017575","3.5","3.8",153,"131",241,"224",17,1,0,"2","1","5"
"k4_m-ss0f01TTX41WStUqg","39.9303951","-75.1495562","3.5","3.3",24,"25",5,"5",5,1,0,"2","0",NULL
"k4WBufHPsiz4HgmT_gwK3g","39.953314","-75.173079","3.5","3.4",35,"31",406,"394",4,0,0,"2","1","3"
"K552cD0P1v2pdM_-A_3qLg","40.0054237","-75.1507198","4.0","4.0",10,"7",39,"39",4,0,0,"1","1",NULL
"K6hAv8V2cTuXQtU3VHAD6w","39.9384274","-75.1561557","3.5","3.6",354,"339",277,"273",13,1,1,"2","1",NULL
"K6VliqaqiQqaVeaOXQv4wQ","39.9869459","-75.1564192","4.5","4.7",59,"51",33,"33",7,1,0,"2","0","1"
"k6xc8FiZp2hppWcQJzNVpQ","40.069231","-75.199751","3.5","3.7",199,"180",202,"194",14,1,0,"2","1","2"
"K7KHmHzxNwzqiijSJeKe_A","39.963948","-75.144364","4.5","4.6",1485,"1258",2460,"2239",14,1,0,"2","1","83"
"K-7yK_HKL0FncU3pxC92tw","39.9801329616","-75.1291918382","4.0",NULL,9,NULL,17,NULL,1,0,0,NULL,"1",NULL
"K8b2MQ5Az59-nzvqUfjJEQ","39.944935","-75.1606759","4.0","4.1",234,"228",198,"198",5,1,0,"3","0","5"
"k8SvXoV6TFMTfrRsvzJ6uA","39.9144164","-75.1531595","3.5","3.5",8,"8",7,"7",5,1,0,"2","0",NULL
"K8tLlUcLvCY4VZ-ITQ1sxA","39.9534158468","-75.1959976532","2.5","2.6",85,"85",102,"102",8,1,1,"3","0","4"
"k8VM6pZwoMSY6cwYd-B1SA","39.921683","-75.142522","3.5","3.3",142,"140",312,"310",13,1,1,"2","0","1"
"K9cn-DrPEEXse1s1n-6mMw","39.9411136","-75.145825","3.5","3.5",312,"318",938,"938",17,1,1,"2","0","14"
"K9cXWQFJrYL4AN9RCCPjJw","40.068629","-75.0026972","3.5","3.3",38,"37",21,"20",4,0,0,"2","1",NULL
"k9k8KR-HWclyvAWMR71_ZQ","39.9495009","-75.1536808","3.5","3.4",72,"65",225,"208",10,1,0,"1","1","1"
"k9QaQYOU-egM3UpS8daiYA","39.9739062","-75.2040164","1.5","1.7",28,"26",19,"19",13,1,0,"1","0","1"
"K9WeFqsGnQXTPFskzYCPAw","40.1050687","-75.03362","3.5",NULL,9,NULL,3,NULL,6,1,0,NULL,"1","10"
"kAmXP3e66dxu21-5_9sBsw","40.0257481663","-75.2117477909","4.0","3.9",128,"136",344,"344",10,1,1,"2","0",NULL
"Kap3gxlPeVEWaVyCYgyUgw","39.9594938","-75.2415367","4.0","4.0",5,"5",2,"2",0,0,0,NULL,"0",NULL
"kaUqJ4AgfXxdwjF8rSQZqQ","39.948237","-75.170793","3.5","3.5",48,"48",90,"90",12,1,1,"3","0","1"
"_kaXQwnlsnfpUsKr3otCBg","39.9392139","-75.1702777","4.5","4.4",104,"107",141,"141",7,1,0,"1","0","2"
"KAZ2Z3831eb5lHtUDKa8kA","39.9557501","-75.1819889","3.5","3.5",8,"6",21,"20",5,0,0,"1","1","1"
"kBL0Z76KLUxBjvZS2djZzw","39.956641","-75.196958","3.0","3.0",79,"82",49,"49",14,1,1,"2","0",NULL
"kbXpjBSweedxQ1WrlJ5i7Q","39.950247","-75.167598","4.0","4.0",860,"718",1260,"1157",20,1,1,"2","1","33"
"kC2jUMTWt0v_cSWKa63QQA","40.0286011","-75.038928","4.5","4.3",62,"52",79,"71",11,1,0,"1","1",NULL
"kC6C9mqUq_hMUYZZ-5kKWA","40.025409","-75.212968","4.0","3.8",52,"49",46,"42",13,1,1,"2","1","1"
"kc6GEK0fCptiqKy0l4l7kw","40.0357569","-75.130303","4.5","4.4",22,"22",69,"69",13,1,0,"2","0","1"
"KCFuMZja9iDK9vc0dW2O8g","39.952504","-75.170393","3.0","3.0",23,"23",49,"49",7,1,0,"2","0","1"
"K_CS--rB2jpdZ_YmffEInQ","40.0741808","-75.2030783","3.5","4.0",10,"4",9,"2",9,1,0,NULL,"1","11"
"KcTsFk7fAMkciPSakHNVcA","40.0306018","-75.2176177","3.5",NULL,28,NULL,5,NULL,1,0,0,NULL,"1",NULL
"KDnsBMAFiaUkol06rXzVNQ","39.968388","-75.150518","4.0","3.7",30,"31",49,"49",6,1,0,"1","0",NULL
"KDplhtRYnHOCnuIjIGR8fA","40.0238229063","-75.2201271057","4.0","4.1",477,"444",717,"678",20,1,1,"2","1","14"
"Kdq1xfIFIKOdO-qW-_tg8A","39.9486521","-75.1741169","4.0","3.8",65,"64",5,"5",4,0,1,NULL,"1",NULL
"KDRKXax6rpTCdHf43nqQcw","39.9854586","-75.08589","3.0","3.1",39,"39",84,"83",18,1,1,"2","1","3"
"KDWHReUcvNqhvbwhlYYb7g","39.9126407","-75.1728924","3.0","3.3",86,"87",140,"140",12,1,0,"1","0","1"
"kdY9pcvJ-GAMfuZPeSsImA","40.0440083466","-75.0881614111","2.0","1.6",18,"11",320,"319",2,0,0,"2","1","2"
"kDzp5FXnuG3Pwk6orhfl8A","39.9811626537","-75.1232624799","5.0","4.8",103,"65",48,"18",5,1,0,"2","1","3"
"Ke7FEXPJc6q54_DvVg995g","39.9791698","-75.1633686","4.5","4.2",6,"5",4,"4",2,0,0,NULL,"1",NULL
"k_eKYlkhI11VGzb5RxHmOA","39.9430766","-75.1619363","3.0","3.1",24,"24",11,"11",6,1,0,"1","0",NULL
"kfGz2E7Y5FLXJyiKbQYfZg","39.9403745","-75.1456109","3.5","3.6",44,"41",329,"329",11,1,0,"2","0","2"
"KfIPQSLSj_rJ9zbsdO7wFQ","40.0267886888","-75.2267333767","4.0","4.3",337,"306",674,"667",12,1,0,"1","1","8"
"kfpwO_cdVQdTh2_oMDZ51Q","39.936536","-75.17375","4.0","4.0",359,"348",1404,"1378",17,1,1,"2","1","3"
"kfRNvp6426TSfKG1FSGR1g","40.0416891","-75.0259754","1.5","1.5",11,"11",5,"5",7,0,0,"1","0","1"
"kG7VAFl67L0syjVhjYj5ZA","40.0582396","-75.1893803","5.0",NULL,8,NULL,NULL,NULL,0,0,0,NULL,"1",NULL
"kGjpBqAqG4mIuFSgU2KKEA","39.948365","-75.1744997","4.0","4.1",28,"13",8,"2",8,1,0,NULL,"1",NULL
"kgMEBZG6rjkGeFzPaIM4MQ","39.9394402","-75.1668049","2.0","1.8",55,"44",83,"80",10,0,0,"1","0","1"
"KGo93t2QwqryygJXGv9MTw","39.9516322","-75.1558474","4.5","4.4",8,"8",80,"80",4,1,0,"1","0",NULL
"KgozvZ1UFfXuJToqe8CfQg","39.9444060526","-75.1728806172","3.5","3.5",87,"62",53,"50",8,1,0,"1","1","1"
"KGzDbWYbVRItq7_ubPBEHQ","39.9561884","-75.2020815","3.5","3.3",31,"28",40,"40",7,1,0,"1","0","3"
"Kh0ptlhgqmrCWm0w-1SrUA","39.9581650718","-75.1580493897","3.5","3.3",18,"18",11,"11",2,0,1,NULL,"0",NULL
"KHe6HAqmyioITwTvg9Bbcg","39.9484414","-75.2171163","4.5","4.3",175,"138",171,"154",9,1,0,"1","1","3"
"khH0QtNyUjcExh9i2CwGfg","39.9419068","-75.152643","4.0","4.2",419,"412",558,"546",10,1,0,"3","0","23"
"KHQXmUFiAD0FHvrMSakJBA","39.967061","-75.171243","3.5","3.7",456,"422",819,"781",17,1,0,"2","1","6"
"KHxnvzKcekc-dC_52q1j6g","39.9497186","-75.1698503","2.0","2.0",20,"21",2,"2",4,1,0,"2","0",NULL
"Ki2BtVpfsuY07u7j-qtXbQ","39.926358","-75.167504","3.0","3.2",28,"29",92,"92",6,1,0,"2","0","3"
"kI_8RT6-IoVxD-EgXmyFvg","40.0594","-75.1902698","4.0","3.8",71,"72",74,"74",9,1,0,"2","0",NULL
"kiA1mrC2ZVoRmpsWgAT7ow","39.953486","-75.156575","3.5","3.8",302,"276",468,"447",14,1,0,"2","1","20"
"kigoIuH-YgvMGvGuqLpbWw","39.9026450082","-75.2418238571","2.0","2.1",12,"9",3,"2",2,0,0,NULL,"1","1"
"kimOwpoIWzJJx7NHTAj74Q","40.0000840441","-75.2284179916","2.5","2.4",50,"46",53,"53",11,1,0,"2","1",NULL
"KiUa4mgYeMGXT6dwiDp04A","39.9208815","-75.1635559","4.5","4.4",75,"54",63,"47",12,0,1,"2","1","3"
"kj3Lyh9KooU8GcRBbMDQWQ","39.949621","-75.165252","3.5","3.4",312,"303",550,"536",15,1,1,"2","1","6"
"KjdGQMxhgW25Fn_A-DNY4w","40.0338311","-75.0719401","3.0","2.9",11,"10",16,"15",4,0,0,"2","1",NULL
"kjiwBhSST6fS80P2zaMt9g","40.0444606","-75.1193535","3.5",NULL,10,NULL,6,NULL,7,0,0,NULL,"1","1"
"KjJDvCg5wuK-wyRy9OYJYQ","40.0726185","-75.1577167","3.0","3.1",27,"24",34,"34",8,0,0,"2","1",NULL
"kjqhiQqdUuiC19ubuw3Qxg","40.0677653","-75.0058696","3.0","2.8",24,"21",14,"13",7,0,0,"1","1",NULL
"kJQJ3eV46tJR8sS_KdDKBw","39.9526349","-75.1452454","4.0","3.8",41,"41",31,"31",5,1,1,"2","0",NULL
"kJvVunz1OUHcx-wJAepHTw","39.941873","-75.1525336","4.0","4.0",10,"8",NULL,NULL,3,0,0,"1","0",NULL
"kK1re49IK3jmCYTL6B6_lw","40.065613","-75.195784","3.5","3.3",363,"379",628,"628",13,1,0,"2","0","6"
"kK6rYQcyxW_FnuVh8oTT0g","39.9946018986","-75.0936814351","1.0","1.3",30,"22",35,"35",9,0,0,"1","1",NULL
"KkA7sTU3YovKzBmgqxrGRg","40.0394769","-75.0326844","2.5","2.6",11,"10",101,"101",9,1,0,"1","1",NULL
"KkCkP7Va_4OD25Q35UyynA","39.9633598577","-75.1468192956","4.5",NULL,12,NULL,3,NULL,2,0,0,NULL,"1",NULL
"kkcQYuF3w5iHnHMf0EnRhQ","40.0185131","-75.0581372","4.5","4.4",380,"309",614,"589",12,1,0,"1","1","8"
"KkdLjGfVsfGESNkE0ktURg","39.969035","-75.134557","4.0","3.9",392,"326",679,"598",13,1,0,"2","1","11"
"KKWQ-OyBDSEVtPQGt3yxiQ","40.029579","-75.1808485016","4.5","4.4",44,"28",30,"27",9,1,0,"2","1","2"
"kKzKpNLm74kGC9UP4lVRdg","40.0287705","-75.0391079","3.0","3.5",17,"11",7,"4",2,0,0,NULL,"1",NULL
"kL98j83h3QFUoSBBevCHOw","39.921596","-75.178679","4.0","4.1",183,"180",333,"324",14,1,1,"2","1","16"
"klkMDRLSe0cLkqKEBsujtw","40.048232","-75.0119634","4.0","4.2",16,"16",7,"7",15,1,0,"2","0","12"
"klNW30cZ_idEMGWgT9pLvA","39.9491576415","-75.1618073756","3.0","3.0",29,"28",25,"25",10,1,0,"2","0",NULL
"kLq_rhEQhIkzKU0n6E9V6A","39.9484374254","-75.1509475708","3.5","3.5",53,"53",62,"62",3,0,0,"1","0",NULL
"kLS3Sth5HvO0IjrXCCvXxA","39.953351","-75.172624","2.5","2.9",45,"32",196,"164",7,1,0,"1","1",NULL
"kLSEk3qXY1KdtFjxHJ9pww","40.0884161","-74.9650112","1.5","1.1",20,"11",43,"38",7,0,0,"1","1","1"
"_km1lWcqrx09hh8DvgVtBg","40.034832","-75.066072","1.5","1.6",14,"11",4,"3",4,0,0,"1","1","13"
"kmAk-B3e0YJ8LGEgV4Q3bA","40.0238267","-75.2201312","4.0","4.0",5,"5",NULL,NULL,5,1,1,"2","0",NULL
"KMBkUpq_7uGF20EmXQS1bQ","39.8911494","-75.1724592","4.0","4.3",12,"10",6,"6",10,1,0,"1","1",NULL
"kMfhJIGdpU4rZeogFKdr1w","40.0513709","-75.1849412","4.5","4.3",73,"75",79,"79",14,1,0,"1","0",NULL
"kMfWeZIv6g5J1VoBZ_ip4g","40.0404342","-75.0142226","3.5","3.6",73,"70",87,"78",10,1,0,"1","1","1"
"k_mIcCFvXWuN8I4ofCta3g","40.0122547754","-75.1354884957","1.0","1.5",5,"2",1,"1",5,0,0,"1","1","3"
"kmKHBCTec-e6H4aK7fD8Ag","40.0577429","-75.0446413","3.5","3.6",122,"119",224,"220",13,1,1,"2","1","1"
"KMQrA590JiprwoOnu4UKVQ","39.9491534","-75.1529191","3.5","3.3",16,"14",55,"55",7,0,0,"1","0",NULL
"kMSSjOWLFqnvjMrjxUpH0g","39.9324323","-75.1641196","4.5","4.6",17,"17",26,"26",8,1,0,"1","0",NULL
"kn0-Tc4JFnpnlCyqG-3X9A","39.94911","-75.16309","3.0","2.9",166,"142",465,"451",10,1,0,"2","1","8"
"Kn2bokx_yH8F05n3s6dFBQ","40.0919268","-75.0313381","4.0","4.2",14,"13",8,"8",6,0,0,"4","1","4"
"KN3-8a1ito3X54_8YKOipA","39.9499983","-75.1799987","3.5","3.5",8,"8",7,"7",4,0,0,"1","1",NULL
"kn6zHpma8I_xBGTZpNe41A","40.0583688","-75.1528507","3.5","3.5",29,"24",36,"34",8,1,0,"2","1",NULL
"-KncfNxXHo2DA46fR39K5w","40.055428","-75.0626433","3.0","3.1",10,"10",6,"6",2,0,0,"1","1","1"
"KNDMUyeW8bSsLXGSNyQS-Q","40.088707","-74.9678448","3.0","2.9",29,"31",71,"71",9,1,0,"2","0",NULL
"KNghZPPBf4JA8fsG_qaHKg","40.0902817564","-75.0326782465","3.5","3.7",10,"10",8,"8",7,1,0,"3","0",NULL
"knMaadLnS34vPDNkNlRLrA","40.0395546","-75.1449725","2.0","2.2",30,"21",2,"1",5,0,0,NULL,"1",NULL
"knp4GbMlIQZAppyEVnUkQg","39.977972","-75.158453","3.5","3.3",131,"122",149,"146",12,1,0,"1","0","2"
"KnPLPaIimYCzGu4Qxli2DA","40.0317611","-75.053762","3.5","3.4",7,"7",37,"37",3,1,0,"1","0",NULL
"Knt2mnsG15akKb9cjSiuxw","39.9709958","-75.1581617","3.0","2.8",9,"8",7,"4",4,1,0,"1","1",NULL
"KnXWxp0DO4043CyWAnAx9g","40.0745680732","-75.0316823839","3.0","2.5",46,"37",93,"92",9,1,0,"2","1","2"
"KnyuQ1D7QE7X8eMk8T3kTA","40.0317308","-75.1677993","2.5","2.6",63,"44",20,"19",5,0,0,"2","1","1"
"ko4GlJ-DPYKbGs4N2YkX4g","40.0672279","-75.1973539","3.5","3.8",64,"57",71,"69",13,1,0,"2","1","2"
"-KoF5X8toS6VBY3DvNeuDA","40.0352619","-75.0817953","3.5","3.7",14,"11",3,"3",0,0,0,NULL,"1",NULL
"KofmXktylwRz6ziJqW24tg","39.9552303","-75.1823196","2.0","2.3",9,"10",9,"9",6,0,0,"2","0",NULL
"KOGYT5fzVLYRkrn3I1t3CA","39.9533368","-75.1580039","4.0","4.1",18,"19",34,"33",9,0,0,"2","1",NULL
"kOHcpCZQd4uNp6G2uE8o2A","39.9209271","-75.1733058","4.0","4.2",43,"35",60,"57",10,1,0,"1","1","4"
"kOmhn5Eo6AWzMVL6ALRq2Q","39.941011","-75.1458433","4.5","4.9",52,"7",24,"5",13,1,0,NULL,"1","1"
"KoMlidUMfCLz42ETmlF56A","39.9254509","-75.1707379","4.5","4.5",114,"115",84,"84",12,1,0,"2","0","2"
"kOVYDwD9LbgBKwBkztDcag","39.9297638","-75.1614432","4.5","4.4",14,"9",8,"2",4,0,0,NULL,"1","4"
"kPaixPxjX2qC0Z7ASbirPA","39.960522","-75.145463","3.5","3.3",17,"17",11,"11",6,0,0,"1","1",NULL
"kpduERk9Zy40rE3zg935bw","39.94888","-75.153243","3.0","3.0",7,"7",NULL,NULL,6,0,0,"1","0",NULL
"KPIjz4gMwMTZzTGT_g8Byw","40.0196952","-75.1742716","5.0","5.0",28,"4",4,"2",3,1,0,NULL,"1",NULL
"KPPyh-vQI3IbbQJUcegBjg","39.9422776","-75.1450063","3.5","3.4",99,"101",426,"426",10,1,1,"2","0",NULL
"kPuwg0Lx1RVa9TClDl5Ocw","40.0953268","-75.0155463","3.5","3.5",80,"75",248,"242",10,1,0,"1","1","7"
"kPXsRJKRRE5wmMBMBqkFbQ","39.9493121","-75.1476035","4.0","3.8",9,"8",23,"23",5,1,0,"1","1","1"
"KPyHQaKR7G0tuVedn4y9Dw","40.0290717","-75.0367804","3.5","3.6",22,"18",15,"13",7,1,0,"1","1",NULL
"kq5Ghhh14r-eCxlVmlyd8w","39.953291","-75.173645","4.0","3.9",65,"59",240,"235",11,0,0,"1","1","2"
"kqBLD5rueekc26t2HLI4AQ","39.950055","-75.1680669","3.5","3.3",69,"70",84,"84",9,1,0,"2","0","7"
"KqbwtP88sAENx9mJk3wXTw","40.0680407","-75.0689851","3.5","3.8",31,"34",19,"19",11,1,0,"1","1",NULL
"kQCJRWvfpiW1p_4hgwD8Uw","40.072988","-75.2027165","3.0","2.8",47,"48",25,"25",8,1,0,"2","0",NULL
"KQgCflC8eqJU5kvJkByXzw","39.9535423","-75.1574552","3.5","3.8",478,"429",848,"797",22,1,1,"2","1","27"
"KQjn_DBqJFMQouZ3eBoQ-A","39.9441335608","-75.1701828754","5.0","5.0",8,"6",7,"6",0,0,0,NULL,"1",NULL
"KqsaIY5E_xKiyV0Za-5fhg","39.9497563","-75.1480623","3.0","3.3",9,"8",7,"7",0,0,0,NULL,"1",NULL
"kr6FpW5rMNp_OX8Ha4j0Fw","39.979628","-75.163833","3.5","3.7",26,"27",24,"20",17,1,0,"2","1","1"
"krC4geEoBG3Y1SOK8i_nug","39.9876447657","-75.092066549","3.5","3.2",22,"18",73,"70",12,1,0,"2","1","2"
"krCwF4raTYvBcCEwcbA88Q","40.0874923342","-74.9616227288","2.5","2.8",159,"148",1078,"1059",7,1,0,"2","1",NULL
"KrKQChZ1hwHHVaUK9Zc-Ag","39.9515764639","-75.1596684381","4.0","3.9",324,"204",506,"397",15,1,1,"2","1","20"
"krni7-dr1D7u-grtaEfOSw","39.9939506","-75.1474124","4.0","4.5",11,"11",NULL,NULL,9,1,0,NULL,"0","4"
"KR-Pb1-fxE9TrZijQWH0Qg","39.9507921","-75.1953032","4.5","4.3",43,"44",116,"113",9,1,0,"1","1",NULL
"KR_sbvIHRAyBj-osH_kENw","40.0793182","-75.1741349","2.5","2.6",6,"5",3,"3",4,0,0,"2","1",NULL
"krTHKI0YOpASr4gz2CVWFw","39.9481797","-75.1660502","2.5","2.6",56,"53",196,"196",7,1,0,"1","0",NULL
"krvkW_BDCdhDi1II9KZcMw","39.9991314","-75.1710343","2.0","2.3",23,"12",1,NULL,2,0,0,NULL,"1",NULL
"krWsMdrE_uglWwOF5BcJcQ","39.9386964456","-75.1496926152","4.5","4.6",116,"112",102,"96",12,1,0,"2","0","14"
"K_s-9Wd6vXSfnxYFzhE0Kw","39.944413","-75.1707392","4.5","4.5",157,"133",158,"145",12,1,0,"2","1","28"
"_kSaLnFZIEpOZEg6ZIxKvQ","39.9673949","-75.1696764","4.0","3.9",28,"29",20,"20",4,0,0,"1","0",NULL
"KscVqYYG7ziAroZhfNb0Ng","39.964395","-75.161227","4.0","4.0",501,"418",550,"488",23,1,1,"2","1","37"
"KsFuzQCOPhP8eHmt3rP11Q","39.952609","-75.1712569","3.5","3.9",44,"9",44,"13",6,1,1,"2","1","1"
"kSglWloGVOI5evbnx8ub5w","39.958068337","-75.2250515272","1.5","1.4",26,"21",46,"44",9,0,0,"1","1",NULL
"ksSxGHhWozfLMz0temWOig","39.9413837","-75.1485306","3.5","3.2",24,"25",4,"4",1,0,0,"1","0",NULL
"kSWXxtZzpZLrBeyv-1BUuA","39.9297594","-75.171399","4.5","4.5",40,"39",76,"70",8,1,0,"1","1","2"
"kS-YHWG_AtqS9LFAMhBVgg","39.9471729","-75.1669453","3.0","2.9",37,"39",32,"32",10,1,0,"1","0",NULL
"kT8IlV47kz1rz2lTuNyO1w","39.9630809277","-75.1693602651","5.0","5.0",152,"112",84,"70",10,0,0,"1","1","1"
"Ktg3ahIxk0JIkJwXAqu2ew","39.9674016","-75.1411529","5.0","4.8",155,"103",104,"82",16,0,0,"2","1","6"
"KTgZXj6xh8aN_tLfI-YZ1Q","39.9508012","-75.1739867","4.5",NULL,51,NULL,28,NULL,1,0,0,NULL,"1","7"
"KTl3dH_1t4PLts01K5WQeA","39.9657459198","-75.1810451801","3.5","3.4",45,"45",67,"67",7,1,0,"2","0","3"
"ktM6aYuzqWd-kA8SIWswiQ","40.024735","-75.2222673","3.5","3.5",599,"514",889,"836",17,1,0,"2","1","11"
"ktMvtPI3TBkTOpSf1sTXWw","39.9731157","-75.1339186","3.0","3.3",229,"220",225,"215",13,1,0,"1","1","3"
"ktVyJYDAgSxrcuQuSlvIEg","40.0084750866","-75.2097653893","4.5","4.4",27,"16",11,"8",7,1,0,NULL,"0","2"
"Ku2b7oA9s56mHoflb5lJ2w","39.9373099378","-75.1580101624","5.0",NULL,80,NULL,46,NULL,7,0,0,NULL,"1","6"
"kufdqqeufwSP6rgeIKLKAg","39.9243837","-75.1697454","3.0","3.2",13,"13",44,"44",6,1,0,"1","0","1"
"kufU0ChkDC9hZABZoUebIQ","39.961426","-75.144327","2.5","2.3",37,"34",32,"29",4,0,0,"1","1",NULL
"KutdYfcmNCM1qggUg2QYeg","39.9533084","-75.1564389","4.0","4.0",147,"136",409,"392",6,1,0,"1","1","5"
"kuUgMFCIQAGFZX4rk4jj0Q","39.8761393223","-75.2427911013","3.0","3.6",46,"19",50,"27",7,0,0,"2","1",NULL
"KUYLBfW9vRNmhBn5mmRSQg","39.9406141993","-75.1559723333","4.0","5.0",16,"1",9,NULL,9,0,0,NULL,"1","1"
"kvad5dDPLZ-wuKJmMIs0Ag","39.949663","-75.152497","2.0","2.2",25,"26",19,"19",8,1,0,"2","0","1"
"KVFUBgmPEHGUaJNkpMGcLw","39.9499818693","-75.1624407579","3.5","3.4",446,"447",1035,"1028",14,1,1,"2","0","7"
"KViWYFEfaTs1Ihu3Yw5SRA","40.041877","-75.02755","3.0","2.8",5,"5",2,"2",6,1,0,NULL,"0",NULL
"kvRiDr9No5t9rPKf6t72Hw","40.058689448","-75.1646590233","2.0","2.0",26,"26",43,"43",5,0,0,"1","0","2"
"kvRjzneD1FWh4Szb-trL4A","39.9683247686","-75.1356663555","2.0","2.1",38,"27",82,"76",10,0,0,"1","1",NULL
"kvS8SpAgEUWCnmOBt4g2cg","39.96007","-75.224924","3.5",NULL,5,NULL,NULL,NULL,NULL,0,0,NULL,"1",NULL
"kVTHnhgYUw-Pmr7wgDB4_g","39.9558813","-75.2020031","3.5","3.7",1077,"1067",1495,"1467",18,1,1,"2","1","28"
"KwADSZGoeiqnlR4vUpNhig","39.9578581","-75.206255","2.5","2.9",63,"48",29,"28",9,1,0,"1","1",NULL
"-KWel73upKHxstRCr9JGLw","39.9537915","-75.2030239","3.5","3.3",94,"89",237,"229",11,1,1,"2","1","3"
"KX8xXj7JKgYEIWJiEUGhYg","39.9215499","-75.1667365","3.0","3.0",22,"20",8,"8",6,0,0,NULL,"1",NULL
"KxccJ1WW9J-I7TxHQazA_Q","39.9563999","-75.1570804","4.5","4.5",118,"110",161,"153",12,1,0,"1","0","4"
"kxKai8GE5oDMPevV7oxvbA","39.9485127","-75.1680322","4.0","4.0",753,"712",990,"958",19,1,1,"3","1","25"
"kXmscD-bp90t4QAh0H7Dig","39.9477453","-75.159542","4.0","4.5",87,"27",134,"74",14,1,1,"3","1","3"
"kxX2SOes4o-D3ZQBkiMRfA","40.0798480557","-75.025079772","4.0","4.2",181,"168",204,"200",11,1,0,"2","1",NULL
"kXzYfIPhf5G19hm0hwM8Qw","39.9414289","-75.1503017","4.0","4.1",238,"240",285,"285",13,1,0,"2","0","7"
"KyDcAU41QDQpYAFyK6Q6hg","39.9455654","-75.1627808","4.5","4.4",268,"211",601,"523",7,1,0,"2","1","11"
"kYdYcTZMW2_GIuUug0Npjw","40.0849507806","-74.9706139416","4.0","4.0",30,"26",8,"5",5,0,0,"2","1","1"
